t,d1,d2,x
0,2,1,49.82120132469978
0,1,4,47.542511875453044
0,3,0,46.744650619119625
0,1,2,52.23811066603611
0,4,3,48.78281904075834
0,2,3,51.65166826549113
0,2,2,49.376085030460516
0,2,2,54.728422288265925
0,4,0,51.693821088480924
0,3,0,49.57067126767527
0,3,3,50.41841241972151
0,3,3,51.59865662141649
0,3,0,47.3877011084331
0,3,3,50.33396467136162
0,0,1,54.799551237137344
0,4,0,43.52786403132033
0,2,2,41.93908339191357
0,3,1,47.69489034737952
0,3,2,49.65665603133655
0,2,3,46.89505553440311
0,2,2,47.45287198719059
0,0,3,43.351936101611614
0,4,4,46.74002549556482
0,1,3,51.93713270141522
0,0,3,51.27434927514078
0,1,2,53.02867147166055
0,0,3,44.4215607753191
0,4,4,58.77911521275567
0,4,3,56.88478730312968
0,1,3,47.466189986183245
0,3,0,48.7299907055397
0,3,1,50.5847509669713
0,3,0,57.04543564562114
0,1,4,48.969155620087896
0,3,1,48.08689113002575
0,2,4,50.37202655354886
0,2,3,44.64946318482661
0,4,1,51.33339729573122
0,1,2,50.079853614538806
0,3,3,44.599497658470916
0,2,1,51.510003016669515
0,3,4,44.38936200375881
0,0,0,49.69815615607225
0,3,2,52.151115489945006
0,4,1,54.01518381021547
0,0,4,51.90681736413976
0,1,2,47.41116706570475
0,3,3,47.12738432128942
0,3,3,43.93328028778359
0,0,2,55.179763408963574
0,4,1,44.61315992069454
0,4,0,44.70911911754387
0,4,3,46.40272812050052
0,1,3,53.955936804874604
0,0,4,51.78757391395284
0,2,0,52.36703355396617
0,1,0,56.87796433549543
0,4,0,48.29337308888983
0,4,0,46.39179205413686
0,3,3,57.08053376856933
0,1,3,44.67134044536359
0,0,0,47.120632695444506
0,4,3,49.72268367946166
0,2,1,47.1615969974651
0,3,3,55.245881425043514
0,0,1,47.26998436209375
0,0,3,50.00018870297489
0,0,4,49.43261517867312
0,3,3,49.04893471895956
0,2,4,55.561120516290345
0,4,2,50.180978911350984
0,3,1,47.39871223716268
0,3,1,45.35639618710776
0,2,4,52.33661591865874
0,0,4,51.038456984597595
0,4,3,47.36571292657585
0,1,1,42.92065201318981
0,0,4,54.60496890310538
0,0,3,43.77441127816553
0,2,3,51.58850506348753
0,1,0,56.81562348602311
0,4,0,46.65290364433741
0,4,2,47.36311707777199
0,4,1,50.58413913894226
0,2,4,49.29181574958368
0,1,1,55.45145170253243
0,1,3,42.24716478343336
0,0,4,54.22852360589325
0,3,0,56.35685541413497
0,1,4,54.30768480608953
0,4,0,46.598477259333016
0,4,3,45.2815582915327
0,3,2,45.97878521039901
0,3,0,56.382442199499735
0,0,0,42.80345712429155
0,0,2,53.230317935521505
0,2,2,50.880115644728384
0,4,4,53.01113561001664
0,2,3,46.85548901824472
0,4,1,51.026210501650795
0,2,0,45.47284402037868
0,0,3,38.56634206125811
0,1,3,47.459958405500736
0,3,3,48.148537597505516
0,4,3,48.218663019570506
0,0,3,58.44429575778329
0,0,4,55.124322790808904
0,0,4,56.43412461148964
0,2,2,42.750724581432245
0,3,4,52.13461590372753
0,0,0,53.84502972674224
0,2,0,56.034365354403505
0,0,4,61.25488276229342
0,2,3,43.073459825094986
0,1,2,49.78104151486372
0,2,2,52.54196723236977
0,4,4,49.297052532411044
0,3,1,40.37950129574863
0,2,4,49.65215684934901
0,3,3,55.14539683009972
0,2,3,46.56823774488143
0,3,4,57.960554992792424
0,1,1,47.42504647840658
0,4,3,52.1565713117996
0,4,0,56.16261233604109
0,4,0,53.69091158629519
0,2,0,50.25324087579136
0,4,0,51.35937600047402
0,0,3,49.77051383782916
0,0,2,48.59326177076821
0,4,3,50.73536825415282
0,4,2,55.62048171362112
0,2,1,47.63518401753079
0,4,1,51.51601192053393
0,3,3,49.810656148361474
0,1,2,53.77595205040299
0,2,3,51.36344482707018
0,2,3,54.031087684111476
0,0,2,45.04258858748
0,2,4,43.26928762632021
0,2,1,56.976566427527764
0,1,1,48.018479310808246
0,3,1,49.3255315278259
0,1,1,50.93064977826464
0,3,1,49.35853841948376
0,0,3,56.59586367539015
0,1,3,43.03639522681711
0,1,3,58.26234220695472
0,1,4,42.71456919266284
0,4,4,50.98537321625316
0,4,4,53.9368409070293
0,1,2,42.06386547484751
0,2,0,53.89489292802892
0,0,3,53.62857915414366
0,2,3,54.5524425096549
0,0,2,44.770953447303725
0,0,2,50.65557562842094
0,4,1,50.26151815604884
0,0,2,47.19107733434883
0,1,2,53.15752028801928
0,1,1,45.97614327754823
0,0,4,46.33780143993758
0,4,1,52.73641298082543
0,2,1,44.3759592709509
0,4,1,53.8028245523149
0,4,2,59.65322659601105
0,2,0,45.50079770589559
0,1,2,45.427064974072024
0,3,3,53.868686531375424
0,4,4,46.22202234162112
0,1,0,49.957100109765456
0,0,3,53.051051521734564
0,4,2,55.35197524874225
0,4,0,50.06146760887768
0,0,4,58.709448867663596
0,3,1,45.71708224954477
0,3,1,49.25709401067236
0,2,3,62.931835371627656
0,0,2,51.148483859195366
0,1,2,52.46086625293261
0,1,4,48.92127413046526
0,3,2,58.85416831283065
0,2,4,57.217905717783374
0,2,3,51.54429993988991
0,1,0,51.91050300082587
0,2,3,53.91426549604806
0,3,3,54.144470430395174
0,3,1,56.32738556923075
0,2,2,52.66049973477977
0,3,4,58.01797813091649
0,3,1,50.277916582790525
0,2,2,46.09597931495364
0,3,1,47.61552396523735
0,0,0,50.30455853809936
0,3,2,47.65718286400214
0,4,0,50.20091165620608
0,1,0,46.00992397753489
0,0,2,49.009840436772805
0,2,0,51.81109271779194
0,1,4,49.93787887574642
0,4,4,50.00960613500691
0,1,3,40.65486651929024
0,3,1,46.66909446505717
0,1,3,56.30188130762585
0,2,1,51.96299534461386
0,3,4,45.26421002342879
0,3,4,54.62951571942014
0,4,4,46.50530897469579
0,1,0,47.021366334935905
0,4,0,54.029580506185596
0,3,0,49.89773174692981
0,3,2,46.197298582287026
0,4,0,45.642696637832906
0,3,2,49.607212677209205
0,1,0,51.08846202971185
0,0,2,49.52367940435278
0,4,2,46.8813712773283
0,2,3,54.46417842588569
0,0,3,50.10373828270844
0,2,0,45.97477173706432
0,3,3,44.19669794919173
0,0,2,39.00691888198804
0,3,0,52.8717548327271
0,3,2,48.12632575574874
0,4,1,45.06746618102473
0,2,0,53.012705767676685
0,1,4,41.869792102731004
0,4,1,52.120689657568605
0,4,2,42.11904161411023
0,2,3,47.38428834730793
0,4,0,43.8159274589544
0,2,0,56.618177241031844
0,4,0,48.685552851459384
0,0,3,54.50304824234675
0,2,0,47.05844413853695
0,1,1,54.6578302700843
0,4,3,51.95061469731784
0,0,3,51.80678885157251
0,1,4,45.48157857371635
0,4,3,53.26598983987489
0,4,1,47.38133356075161
0,3,0,47.81149641405683
0,4,3,56.20603067049748
0,1,3,40.96117210493644
0,1,0,55.448139709740246
0,0,3,47.07451689423526
0,3,2,54.99693916542172
0,0,1,54.89697808056861
0,0,4,58.76342926241285
0,4,2,49.18609439239947
0,0,1,50.394949071824
0,2,3,46.99574169044249
0,3,2,53.21197818877076
0,4,1,43.14099809306934
0,2,2,54.08873768852922
0,1,1,50.666830229657855
0,3,0,46.44169863362022
0,1,2,46.313992155991734
0,1,0,50.096640705377936
0,4,3,52.908255962594936
0,2,3,53.16106087240381
0,3,2,45.24389238339283
0,4,0,38.40083934488784
0,0,1,49.38718671155937
0,3,3,46.225850144269764
0,4,1,58.924991697636955
0,3,0,47.913932975679614
0,3,1,55.90534936816099
0,4,3,46.584553824859206
0,1,3,54.69427463051435
0,1,3,43.818366826458224
0,4,3,46.633982469579195
0,3,4,44.13047653993869
0,1,2,48.11883609063571
0,2,4,38.64925385156705
0,0,4,40.62940777285459
0,0,3,45.266073275206445
0,2,3,50.9229154926643
0,2,2,50.14548504527259
0,2,4,44.3338734508557
0,3,0,57.74094879126922
0,1,1,53.33864449965398
0,2,1,58.28268907592469
0,4,3,49.09303908505004
0,0,4,42.76392106652772
0,0,0,45.25315970644281
0,2,2,38.39829287715625
0,1,0,49.47649980234186
0,2,1,47.31898044281667
0,4,4,50.75181542036165
0,2,4,48.94025392930261
0,3,3,50.97598757347849
0,2,0,51.79744331993186
0,3,1,55.53558287659148
0,1,3,52.77081298782756
0,1,2,38.804160949923904
0,4,4,49.50890005576614
0,1,2,50.74997412185131
0,3,3,48.980810112634956
0,1,1,48.179373913722365
0,3,0,56.16386284205463
0,4,4,44.785739536259115
0,3,3,44.07115751039747
0,2,1,48.120662550018096
0,1,1,46.281036076754795
0,0,2,47.37055978393913
0,2,4,58.045106950526446
0,3,1,47.26148886362151
0,2,2,47.08447089611093
0,2,3,46.15337838456805
0,2,2,54.796095925221984
0,2,4,53.80636141335668
0,3,1,53.14441072455555
0,1,3,52.42732545512512
0,1,2,44.62696199772948
0,2,1,55.027408607233546
0,0,4,50.13055623548568
0,1,4,43.26736551015869
0,3,0,54.28454876484828
0,3,3,45.79870208455454
0,1,0,44.98258934175267
0,3,4,50.17002665433203
0,3,1,53.163289606441
0,4,3,50.312361521910574
0,3,2,45.86359906806202
0,1,0,54.936357548220855
0,1,1,46.75337091819526
0,0,2,49.93765605417344
0,2,3,49.74460747355021
0,1,3,44.989668305584004
0,3,0,58.82681659379003
0,0,1,53.26596732736495
0,4,1,58.903324405977315
0,0,3,43.925420728795785
0,3,4,50.986784233544334
0,1,1,56.12431654747593
0,0,4,46.5540111450306
0,3,4,47.096925775916674
0,4,2,42.95432274036722
0,0,0,42.773549907846885
0,3,3,49.18947270535775
0,2,3,51.27674205093783
0,1,2,52.80397135592069
0,3,4,48.14243250541831
0,2,1,43.5900174064224
0,1,2,50.80659619075585
0,1,2,53.64190292565632
0,1,4,54.50912153480478
0,2,1,47.65033482734515
0,0,2,53.76125473576472
0,2,4,50.236737980706486
0,2,4,42.71701451164049
0,3,4,51.43683928757369
0,3,4,53.05254456725322
0,4,2,61.5435467231134
0,2,3,47.810765146029844
0,2,2,57.930527303173406
0,4,4,49.54880217213156
0,2,1,51.22527899387844
0,2,2,58.33289763589909
0,4,1,48.562225308382686
0,4,0,46.86630525640898
0,4,4,44.399960942731475
0,1,2,49.41153614905413
0,3,4,45.05793913770094
0,4,1,50.4994084975714
0,1,3,48.44794181152906
0,3,3,58.32030737265171
0,4,1,59.023671662511944
0,2,2,58.539536547607106
0,2,4,48.527037462350265
0,3,2,57.26803583472425
0,0,1,45.478986365676704
0,3,4,42.374784055830276
0,1,1,43.79188631228966
0,2,0,54.755795594049935
0,2,0,58.32014286352831
0,4,2,54.57484265453987
0,1,2,52.6742418558041
0,0,3,50.13562355094797
0,1,0,47.94951721516346
0,1,0,47.538370119052495
0,1,4,47.35773770778601
0,1,3,53.663484918248976
0,0,1,46.839778098110905
0,1,4,49.31912737105634
0,0,3,58.91045213659205
0,3,4,47.94864855147904
0,1,3,50.57478960707349
0,4,0,52.08804461264559
0,0,4,52.807929151044306
0,0,2,49.3792487743831
0,1,4,48.64401381488758
0,4,3,54.16959436472155
0,4,2,48.04407880598795
0,1,0,54.01756057341726
0,4,0,52.1736927765936
0,0,4,51.628168118395585
0,1,2,44.54363417109407
0,1,3,44.467868534459505
0,1,4,44.988043314645594
0,3,2,49.99282842166173
0,1,2,53.286023452344736
0,2,2,55.88425329529708
0,2,1,49.19392091765943
0,0,0,51.21526922751187
0,3,3,47.896501880147156
0,3,0,46.59059055262093
0,4,4,42.270700183992275
0,1,3,47.79234126367871
0,2,2,54.30065940128427
0,3,0,52.84134094490876
0,2,2,52.546838654250585
0,2,0,53.36967122115373
0,1,2,51.40105610179228
0,2,1,55.04630648632027
0,0,3,52.86984654265545
0,0,1,52.39187056829677
0,3,1,46.40564709774056
0,3,1,46.22239479796658
0,4,0,43.61310541789795
0,2,3,54.83696777039524
0,3,3,53.58492557496328
0,1,2,53.15941926014459
0,3,0,48.24482535754277
0,0,2,48.60753232369102
0,2,4,54.62288523233767
0,0,3,50.72805884696627
0,3,4,54.29847415026106
0,3,3,52.93516003903905
0,0,4,51.6111027463775
0,4,0,44.47057822557564
0,4,1,50.655035945829056
0,3,1,50.675931159621655
0,4,1,57.488329474023786
0,0,2,50.32128829497564
0,2,3,54.902983081765925
0,3,0,48.68718882875165
0,1,2,39.88545755977226
0,4,2,48.71104441429583
0,4,4,54.22975941174698
0,1,0,45.091657920709594
0,1,4,50.247239221674896
0,0,3,50.816641113508204
0,0,4,54.436190532491906
0,4,2,51.17308635013587
0,2,3,42.72316562712834
0,0,4,43.962088117011085
0,0,4,54.94989808853808
0,3,0,46.367403447234665
0,3,0,49.46465544203861
0,0,4,52.157510938652685
0,2,4,57.75552939730639
0,4,0,55.32444801075645
0,1,4,56.256751771505954
0,0,0,41.91005027257947
0,2,4,49.01972967595125
0,2,2,44.41271850912303
0,2,4,49.68636048014922
0,0,0,51.82403006004788
0,0,4,52.47199426197087
0,2,0,52.34986942496727
0,2,3,57.94852337631461
0,0,4,52.39353657773382
0,4,1,48.70251023600976
0,0,2,54.91961948605639
0,3,3,44.35177704452482
0,2,1,48.92415547595432
0,4,3,59.3340846095757
0,1,1,56.17954571632539
0,0,3,46.061898152420014
0,2,3,61.20510826851213
0,0,2,46.99907868514625
0,1,2,53.39520319222768
0,0,0,59.693308054633924
0,4,3,48.64192349540362
0,1,0,37.50600150258447
0,3,3,53.99432556764483
0,3,4,41.3238020375679
0,2,4,45.75592264574501
0,3,0,48.79742042736959
0,0,1,50.01130172719073
0,4,1,45.71741155115228
0,3,4,41.17231833680492
0,2,4,50.11389830601733
0,0,3,55.839341496891365
0,2,3,57.98873091687955
0,2,1,53.06888198044469
0,4,2,49.219550155601354
0,4,1,43.87536800459873
0,2,4,55.34566032697025
0,2,1,54.0013355427609
0,3,4,54.53974291469906
0,3,3,47.093801944557846
0,1,2,46.95171757988804
0,4,2,54.20700394316948
0,3,4,54.28732838222987
0,2,2,54.097494422405305
0,3,4,59.58311363746364
0,1,3,43.759334138153775
0,3,1,50.63810110265077
0,2,3,56.013608291784465
0,3,3,53.14221046154374
0,3,1,59.19440456602244
0,4,2,53.76547073300051
0,4,4,47.094835966876225
0,1,3,49.008101306427065
0,1,3,62.34991011125918
0,3,4,52.93508370964299
0,4,1,48.013236730400635
0,4,4,52.16774818026149
0,3,4,52.50148546503796
0,4,3,56.18417255428909
0,0,4,44.903875601958426
0,2,0,47.638878300188715
0,0,0,50.714966376548354
0,0,0,46.67812720728063
0,0,3,54.995851327170676
0,4,3,46.3848865906191
0,3,1,45.37865783309065
0,1,1,46.71820556485627
0,2,3,59.07396261657738
0,2,1,55.24058170889629
0,0,2,52.98195992535525
0,1,1,51.58052193579026
0,3,3,42.147478652459704
0,1,3,34.75876305828767
0,1,3,42.54421564306033
0,2,2,47.18999155026364
0,4,0,42.11886629282453
0,0,3,48.60389166282145
0,4,2,49.90847721600181
0,2,4,48.28628551317049
0,1,3,52.16282975412163
0,0,1,50.42097040770293
0,3,2,42.2016411853499
0,3,4,38.022763407948936
0,1,1,53.32524198284444
0,4,2,54.58241589925229
0,4,0,46.50211654446749
0,0,1,53.796303124466284
0,2,2,59.82699735833336
0,4,0,60.88936404381421
0,3,0,56.83964052998265
0,3,1,51.59236164799895
0,3,4,43.12312930792349
0,4,1,47.29564003370562
0,1,0,43.3788686977352
0,4,2,49.75687488925731
0,4,0,42.62841544129739
0,0,1,40.47013999978233
0,2,0,52.29250754419432
0,4,4,43.21848751050853
0,4,0,39.48647118680622
0,2,4,41.91987659542707
0,3,4,45.9440771643548
0,2,2,53.41658763636811
0,4,0,51.71575838577365
0,1,2,55.33960539507327
0,0,3,51.983662919106635
0,0,2,56.87381169768649
0,2,2,40.37379484270369
0,2,4,42.18928277646576
0,3,4,51.783516987452174
0,0,3,50.804609666890606
0,2,4,47.701112799103036
0,4,4,42.4291602845501
0,4,2,51.16573931441555
0,1,4,43.69062389540677
0,1,0,46.24397123274683
0,2,3,44.91688490964609
0,3,4,47.46689745058481
0,3,1,59.57132063549928
0,3,2,56.52758850521507
0,3,2,48.20879730329989
0,0,0,51.705199396400836
0,3,1,53.57981695301907
0,1,3,45.486834600493246
0,1,2,54.53085086410168
0,0,0,43.20310177778728
0,2,4,51.28223681769338
0,4,3,53.18575266306588
0,1,2,52.25361925276452
0,1,4,60.279267188895446
0,0,4,52.33725040229594
0,1,0,52.0044605071759
0,4,4,55.71064153872389
0,0,3,46.09721968983936
0,3,4,54.37733158235458
0,3,2,55.545735651291295
0,3,3,47.629783577014486
0,4,3,44.7644541063602
0,2,0,52.84844353813166
0,1,0,57.30545601290373
0,4,0,51.46896082405111
0,2,1,43.20236605088382
0,0,1,52.97419000522859
0,4,0,47.37016181100414
0,0,4,53.48987332304698
0,2,4,63.09401634319742
0,4,3,58.93018648303702
0,1,4,56.90831475366896
0,2,4,51.82296528233523
0,1,2,53.20692906308827
0,0,3,48.41023678025342
0,1,0,46.65282981326644
0,4,0,54.26588009650796
0,4,4,47.19358087183712
0,3,0,53.270382835923535
0,1,0,46.413095009445456
0,3,4,53.585522496533486
0,2,4,48.331368532260406
0,0,0,43.651656853565946
0,2,2,48.40418914756507
0,0,3,49.52419876810392
0,1,2,58.2186409287381
0,4,4,52.052011448113525
0,1,3,46.60439124418271
0,0,2,47.32847390962674
0,3,1,50.618318841707456
0,0,2,46.56623651006083
0,3,0,52.163516112222524
0,2,0,45.05046112159945
0,4,0,51.7601809647019
0,2,4,49.81385483275073
0,1,0,50.477472159145286
0,3,3,54.46226775300885
0,3,2,43.051259377621015
0,2,2,51.45407707452968
0,4,4,50.716871057005314
0,4,3,43.99875831344723
0,2,3,44.210727691778736
0,4,3,51.00900455234186
0,1,1,41.33460570704694
0,0,0,48.049509549279286
0,3,1,51.721217082070645
0,3,2,52.80610501362223
0,3,4,38.13210174552405
0,0,3,52.338637508217055
0,1,0,45.62236123067456
0,2,1,51.92010039480695
0,4,1,53.570013122549554
0,4,0,49.91940787130839
0,0,2,48.83641986287591
0,3,0,43.16944983386105
0,4,2,59.00854932926695
0,2,3,50.547990380468825
0,4,3,45.4298429096019
0,3,2,39.41650435851405
0,2,2,57.67459665444144
0,3,3,57.58592158382578
0,3,4,46.08439300232753
0,0,3,54.379698360174835
0,3,2,48.324962841695125
0,2,4,46.87061935629708
0,0,3,55.54408163812954
0,0,1,50.82965520760797
0,2,0,51.92956679761575
0,0,1,60.73371943933374
0,2,0,42.59006819087253
0,4,1,49.47761702011034
0,0,4,50.11375783687603
0,4,3,43.37607181880027
0,0,2,49.76980125220086
0,3,4,48.900084202388754
0,2,1,51.61189094620186
0,3,0,40.64726952591021
0,4,4,48.56998259578667
0,2,4,56.91786312424697
0,2,1,50.378242437543484
0,4,1,53.89935002692954
0,2,3,55.92758482413097
0,2,2,55.39673591556442
0,0,1,57.66144678177808
0,1,2,52.41690764261602
0,3,4,53.55591068343031
0,1,3,56.48786080435678
0,2,4,52.81512306565661
0,1,4,58.299037102568306
0,0,4,48.47056714224864
0,4,4,55.00208333161419
0,4,3,51.19956774088978
0,1,0,60.018394741580465
0,0,0,44.86356383198336
0,4,2,48.55092018002922
0,1,2,51.69872644989304
0,1,0,47.231970496395704
0,3,2,50.9285712515966
0,0,2,45.95730758507228
0,3,1,42.28273593064497
0,1,1,49.99641859575425
0,3,0,55.440986044355604
0,3,4,53.42265782597011
0,1,3,40.78779218850708
0,4,1,53.052959357685154
0,2,0,56.86610845128222
0,4,0,44.699264943126465
0,0,3,55.99810041661167
0,4,0,43.88471015629222
0,1,3,55.593070103892785
0,3,1,46.80722131915142
0,0,3,55.50276089862283
0,0,2,40.75086870963787
0,0,4,59.87931024756142
0,3,1,51.87421076725422
0,4,1,54.51201576585041
0,3,1,53.33279581401225
0,2,4,47.29614431902782
0,0,4,44.30661664530176
0,1,3,54.333359888961894
0,3,3,46.363947148541406
0,0,2,47.213566593518195
0,3,3,51.66760035498666
0,3,3,51.20961415783772
0,4,2,50.67831583883511
0,3,2,50.317229740892714
0,1,3,52.53554680011155
0,2,2,49.011823757588445
0,2,1,49.183319608772436
0,3,0,65.15378936368445
0,3,0,46.84125317405807
0,3,4,48.678366618787194
0,2,4,43.86127380772918
0,3,1,44.78996675453599
0,4,1,48.581503552850535
0,3,2,54.184278140112426
0,1,2,42.81587077601965
0,1,3,47.939277828312264
0,2,4,49.13655338698278
0,1,3,38.361122120017
0,2,0,47.13213381931601
0,1,0,52.322860501750874
0,2,2,49.48754075798056
0,0,4,54.56200450617641
0,1,1,45.44895777178385
0,3,4,56.93798363602664
0,2,1,53.54038215493623
0,2,3,42.04485335824701
0,4,1,50.96782429029435
0,0,2,54.30028696060223
0,0,4,51.683024410903464
0,3,1,52.25349234625623
0,2,3,53.25738442460074
0,0,1,49.61757139878714
0,0,3,47.163114393833574
0,4,1,48.51869823965148
0,3,0,44.00839931757383
0,3,2,55.46536103286558
0,0,4,47.725877146347834
0,1,2,54.5372151896464
0,4,4,50.385224390537374
0,1,1,54.37328497491553
0,4,2,48.6169921022233
0,1,0,56.18989125941643
0,3,1,49.667572601823835
0,2,0,43.781337229341155
0,3,1,47.712640080224396
0,0,3,53.75368035000393
0,1,4,53.27812922097558
0,0,4,48.647776362637295
0,3,0,42.04130152356595
0,1,0,54.58693494235801
0,4,0,40.90815127131235
0,2,3,46.69266718909148
0,3,1,55.20684865626331
0,3,2,56.282366254782026
0,2,0,47.35617722510615
0,3,0,46.06554411982489
0,1,3,52.38018737856657
0,1,2,57.00239954568881
0,3,4,48.04391039364785
0,1,0,48.340181995600524
0,3,4,49.36280779170553
0,3,0,48.25679944588707
0,4,1,47.06272414540803
0,2,0,47.97908366005935
0,1,0,43.68699011470886
0,2,0,48.632063357815426
0,4,3,40.848779630421575
0,0,3,55.63602663134995
0,3,0,45.44848628306362
0,1,3,54.681744666665494
0,0,3,58.522165753420225
0,0,2,42.797250464610286
0,1,0,50.606764011885325
0,0,3,46.283985774179115
0,3,4,48.02511293247854
0,3,4,46.89019049176007
0,3,2,44.86478562004925
0,4,1,51.99430761189666
0,0,4,43.98137945249634
0,3,2,50.43982332481045
0,4,3,44.93837723454082
0,3,1,61.35171572140351
0,3,1,49.00674011685039
0,1,1,55.07140158548842
0,3,4,47.117161839702646
0,3,1,49.074846470444946
0,3,0,54.60907658594786
0,3,3,42.89234803910242
0,3,3,48.47700567673168
0,2,1,54.39072775716015
0,2,1,52.41973359423575
0,4,1,51.70341404126526
0,4,3,50.69286464734932
0,4,1,52.76527078478886
0,2,1,48.9106803916843
0,4,3,53.28600309274909
0,1,2,46.169539360424075
0,0,3,49.24760614572971
0,1,2,46.522437762006696
0,0,4,45.980047107133224
0,0,4,50.96784859477953
0,3,2,46.94615574026278
0,4,3,57.3878753657572
0,0,0,60.74100522961915
0,3,3,56.35304906076115
0,1,3,54.45977421379836
0,3,2,52.758972591984985
0,0,0,52.37295305622973
0,3,0,43.125000584378
0,3,4,40.18594710527294
0,1,0,48.779200329025365
0,1,2,48.621652453013745
0,0,2,61.87534992043661
0,3,0,44.93748204507596
0,2,0,61.813934426125215
0,3,3,44.75788613053872
0,0,2,50.10147274444527
0,2,1,41.854281479169146
0,3,3,57.73022754943498
0,1,2,48.68664907637135
0,0,2,43.141532317502794
0,3,4,58.72418617158245
0,1,3,40.49801762317492
0,0,2,53.67008015978001
0,2,3,45.14003611503834
0,2,2,52.43938513324453
0,0,2,54.213278506748665
0,1,1,49.98150220130484
0,2,4,55.80444496749013
0,0,3,49.27694040336478
0,3,2,48.06634475943742
0,0,3,43.96964576647039
0,0,3,40.78649316329486
0,0,0,39.11854936503975
0,1,3,52.70072878531487
0,4,0,47.38390406199497
0,3,3,53.43184878640651
0,1,3,58.62638014628289
0,0,0,54.72668900665679
0,3,4,43.86406364226181
0,1,3,47.356187495481706
0,2,2,47.2130344592694
0,3,4,55.70010366892905
0,4,1,54.26588573741771
0,4,3,46.06270293456012
0,3,1,57.430144950109494
0,3,4,48.01658335803691
0,0,2,45.673259253973136
0,0,3,53.34143579148046
0,0,0,43.26994032166439
0,3,1,55.55069669683255
0,4,0,62.6871991360066
0,2,4,57.89050482150704
0,4,3,48.96291800276347
0,0,3,55.9053168335767
0,1,1,56.93828927364022
0,4,1,52.17193500252455
0,0,2,55.09367953133402
0,3,4,48.265063753902176
0,2,1,49.65104999733013
0,1,0,53.424857951837566
0,4,0,46.030680384749786
0,0,3,55.405341426693965
0,4,4,46.06332988592379
0,2,2,52.43774987755282
0,1,2,47.05490185660564
0,4,2,53.21405712654469
0,2,1,47.31409820751895
0,1,4,49.839731233064384
0,4,4,46.822386759750756
0,0,0,51.420024464878004
0,2,2,46.38413254011171
0,0,0,58.37899264938346
0,2,1,43.12546185149789
0,0,3,49.06432889791451
0,0,2,47.24536731678178
0,4,0,51.123792038213054
0,4,4,50.48161445364321
0,0,0,52.67166131558057
0,2,1,52.08880925434828
0,4,2,44.73086696516309
0,4,3,58.51671109256542
0,0,1,49.47931523615667
0,2,4,47.15514416073246
0,0,1,50.72451061777169
0,3,0,57.550584983917894
0,0,1,45.9612165538598
0,2,2,50.817538506384814
0,4,0,51.84089686496612
0,4,0,43.15135589467705
0,1,2,45.486776185274564
0,0,0,50.709616764558696
0,4,0,47.82248395504802
0,3,3,57.354725180765755
0,4,4,43.50272033585682
0,3,1,49.300612937788976
0,4,3,52.0283557583578
0,4,4,45.36032962423816
0,2,3,47.99583165744767
0,4,3,49.08384089564791
0,3,1,47.53361365517885
0,2,0,55.90529461300382
0,4,1,47.85255735272333
0,2,4,51.29347750407408
0,4,2,46.986816837698974
0,1,1,41.52534493971018
0,2,1,37.859270569554184
0,3,4,51.68020732287445
0,1,0,50.00382577867093
0,4,2,53.22621219022307
0,4,2,50.00687049555141
0,1,2,56.30980443034023
0,0,2,46.85254289347937
0,1,3,55.377857364392014
0,3,4,41.5269772179242
0,4,4,52.069109579593665
0,2,0,45.49328626149893
0,0,2,45.423028131386566
0,2,0,51.37538920660154
0,1,3,41.127183680003796
0,4,2,56.21152475313453
0,3,4,57.426533943570064
0,1,2,53.29118094482814
0,1,1,47.52752688691757
0,2,0,54.29013395213582
0,2,3,37.371700408930664
0,4,0,47.79157706921554
0,2,2,50.179427185481735
0,0,2,51.31870629892487
0,4,2,50.69804738562812
0,3,3,48.94303779639855
0,0,4,44.57493010658764
0,1,3,54.33366902757987
0,2,2,53.431815736364264
0,3,0,46.059652041633576
0,4,2,51.281997006452606
0,2,4,53.13812501365649
0,0,1,52.882735299683944
0,1,0,55.18832411349117
0,1,4,45.52478792597668
0,2,3,46.3127647022095
0,4,1,47.13320979491249
0,4,0,57.73414979763885
0,2,0,55.09015130005774
0,2,0,43.223848214786045
0,2,4,57.541619213534126
0,3,2,42.49200790291047
0,2,2,47.83445117044455
0,3,4,46.38194276387242
0,0,4,43.673848488025556
0,2,2,59.17760981574507
0,2,2,45.25404752079271
0,4,0,53.92276427168931
0,2,4,49.497524422491146
0,3,3,45.41404695678273
0,3,1,46.8757472781081
0,2,0,47.282950297340555
0,3,1,51.46844440055551
0,2,1,53.738150372339135
0,0,3,49.12016023772502
0,3,1,53.707603335348914
0,3,2,50.818119824706855
0,3,1,51.95682008372122
0,3,3,44.79681228321017
0,2,3,57.98334285365571
0,2,4,58.57875599495105
0,0,0,45.40331635387308
0,2,4,47.422194030337636
0,3,3,51.93319171811385
0,0,0,51.75117441897875
0,1,0,53.006376408837944
0,4,4,48.63553338132717
0,0,2,55.05424004949394
0,4,2,48.19620495594128
0,3,3,45.32363063791
0,1,1,50.056972082161266
0,4,3,44.561286364772556
0,0,3,43.98220531344859
0,2,2,47.101551552387384
0,4,3,50.43233430274963
0,2,2,46.44921707071125
0,4,3,50.265556809281776
0,3,4,46.41497076757492
0,2,1,49.52392586056499
0,1,4,51.96263370490182
0,0,1,44.80556349162601
0,1,4,55.82068343914955
